Income,income_value,education_range,education_value
100k-149k,0.203048442,High school or some degree,0.512406358
100k-149k,0.170070305,High school or some degree,0.537757463
100k-149k,0.148454894,High school or some degree,0.578500677
100k-149k,0.182952183,High school or some degree,0.477869921
100k-149k,0.198572813,High school or some degree,0.511753194
100k-149k,0.176499064,High school or some degree,0.529044701
100k-149k,0.17871036,High school or some degree,0.552669548
100k-149k,0.114461948,High school or some degree,0.681911739
100k-149k,0.135894418,High school or some degree,0.668475214
100k-149k,0.199742738,High school or some degree,0.658056908
100k-149k,0.19634874,High school or some degree,0.533077144
100k-149k,0.209114365,High school or some degree,0.526786054
100k-149k,0.182719302,High school or some degree,0.634662654
100k-149k,0.112551434,High school or some degree,0.688326497
100k-149k,0.183330832,High school or some degree,0.436086233
100k-149k,0.146904603,High school or some degree,0.584499991
100k-149k,0.15351572,High school or some degree,0.636179394
100k-149k,0.176602781,High school or some degree,0.439061451
100k-149k,0.166818743,High school or some degree,0.644060151
100k-149k,0.134965541,High school or some degree,0.65900651
100k-149k,0.147820941,High school or some degree,0.556983184
100k-149k,0.146619629,High school or some degree,0.319546347
100k-149k,0.139928616,High school or some degree,0.653244099
100k-149k,0.181817207,High school or some degree,0.619273335
100k-149k,0.156972004,High school or some degree,0.560956737
100k-149k,0.196336448,High school or some degree,0.392968656
100k-149k,0.220378381,High school or some degree,0.691416665
100k-149k,0.149318305,High school or some degree,0.303262314
100k-149k,0.162493687,High school or some degree,0.619142532
100k-149k,0.193426043,High school or some degree,0.475769915
100k-149k,0.213056758,High school or some degree,0.519096006
100k-149k,0.181512157,High school or some degree,0.44702697
100k-149k,0.134475647,High school or some degree,0.610617053
100k-149k,0.180745269,High school or some degree,0.42069619
100k-149k,0.187078746,High school or some degree,0.532959128
100k-149k,0.111181807,High school or some degree,0.604046802
100k-149k,0.19364649,High school or some degree,0.60106429
100k-149k,0.159986597,High school or some degree,0.667030554
100k-149k,0.196173821,High school or some degree,0.288574295
100k-149k,0.154875282,High school or some degree,0.408253997
100k-149k,0.120735005,High school or some degree,0.701772386
100k-149k,0.126017269,High school or some degree,0.668127627
100k-149k,0.148953143,High school or some degree,0.691050267
100k-149k,0.130755231,High school or some degree,0.643374211
100k-149k,0.174116265,High school or some degree,0.515255271
100k-149k,0.184142083,High school or some degree,0.447089043
100k-149k,0.142531905,High school or some degree,0.233551175
100k-149k,0.166375772,High school or some degree,0.650795601
100k-149k,0.149314207,High school or some degree,0.545544467
100k-149k,0.183616771,High school or some degree,0.573525976
100k-149k,0.146391632,High school or some degree,0.612494641
100k-149k,0.149437707,High school or some degree,0.597098662
100k-149k,0.157269785,High school or some degree,0.593953087
100k-149k,0.15325632,High school or some degree,0.631116468
100k-149k,0.100721638,High school or some degree,0.647119997
100k-149k,0.190764831,High school or some degree,0.548761374
100k-149k,0.130478331,High school or some degree,0.440911656
100k-149k,0.155279884,High school or some degree,0.626884535
100k-149k,0.161408706,High school or some degree,0.706705233
100k-149k,0.142785892,High school or some degree,0.656940675
100k-149k,0.19084602,High school or some degree,0.469262484
100k-149k,0.148222944,High school or some degree,0.543916342
100k-149k,0.162224363,High school or some degree,0.617242735
100k-149k,0.195075159,High school or some degree,0.641304876
100k-149k,0.159784736,High school or some degree,0.454526942
100k-149k,0.16337571,High school or some degree,0.529855287
100k-149k,0.157547828,High school or some degree,0.669608188
100k-149k,0.162932414,High school or some degree,0.645053635
100k-149k,0.170884828,High school or some degree,0.646213944
100k-149k,0.179057258,High school or some degree,0.431526913
100k-149k,0.143234908,High school or some degree,0.584993121
100k-149k,0.15454266,High school or some degree,0.706187441
100k-149k,0.106659234,High school or some degree,0.575913156
100k-149k,0.185067815,High school or some degree,0.570863248
100k-149k,0.143577581,High school or some degree,0.688334456
100k-149k,0.108208112,High school or some degree,0.536700441
100k-149k,0.153967957,High school or some degree,0.322280457
100k-149k,0.169855882,High school or some degree,0.58263604
100k-149k,0.179428986,High school or some degree,0.676045928
100k-149k,0.159665268,High school or some degree,0.4264814
100k-149k,0.157941607,High school or some degree,0.632484148
100k-149k,0.126212392,High school or some degree,0.62876942
100k-149k,0.176135623,High school or some degree,0.267643732
100k-149k,0.152794213,High school or some degree,0.641853682
100k-149k,0.149319653,High school or some degree,0.652497034
100k-149k,0.183097924,High school or some degree,0.452975549
100k-149k,0.176175209,High school or some degree,0.544492018
100k-149k,0.150517003,High school or some degree,0.632477025
100k-149k,0.181000941,High school or some degree,0.497911377
100k-149k,0.120994768,High school or some degree,0.65954951
100k-149k,0.194471324,High school or some degree,0.588399659
100k-149k,0.127314946,High school or some degree,0.572282499
100k-149k,0.176160134,High school or some degree,0.550450921
100k-149k,0.152778891,High school or some degree,0.609999303
100k-149k,0.151410374,High school or some degree,0.631585429
100k-149k,0.142818736,High school or some degree,0.642101669
100k-149k,0.130841523,High school or some degree,0.658788734
100k-149k,0.144473572,High school or some degree,0.60188532
100k-149k,0.147565876,High school or some degree,0.681483457
100k-149k,0.17169683,High school or some degree,0.528737996
100k-149k,0.192516861,High school or some degree,0.4865177
100k-149k,0.191441116,High school or some degree,0.590973327
100k-149k,0.131433957,High school or some degree,0.625380257
100k-149k,0.11797979,High school or some degree,0.664385414
100k-149k,0.193636176,High school or some degree,0.667019856
100k-149k,0.165772939,High school or some degree,0.667268094
100k-149k,0.150280688,High school or some degree,0.647533501
100k-149k,0.14495158,High school or some degree,0.655798875
100k-149k,0.156300094,High school or some degree,0.645374363
100k-149k,0.145734321,High school or some degree,0.650581798
100k-149k,0.146533615,High school or some degree,0.687517284
100k-149k,0.132662325,High school or some degree,0.59377188
100k-149k,0.177488071,High school or some degree,0.521756939
100k-149k,0.196667656,High school or some degree,0.501927072
100k-149k,0.136653948,High school or some degree,0.687318933
100k-149k,0.137121488,High school or some degree,0.731399502
100k-149k,0.222723478,High school or some degree,0.512306539
100k-149k,0.185013517,High school or some degree,0.433748907
100k-149k,0.103149697,High school or some degree,0.642773551
100k-149k,0.153553653,High school or some degree,0.649808047
100k-149k,0.174643845,High school or some degree,0.387466687
100k-149k,0.183384656,High school or some degree,0.538041631
100k-149k,0.196633006,High school or some degree,0.588930769
100k-149k,0.181729281,High school or some degree,0.622622232
100k-149k,0.119280857,High school or some degree,0.638498495
100k-149k,0.186013781,High school or some degree,0.634177345
100k-149k,0.216576263,High school or some degree,0.56795444
100k-149k,0.139927204,High school or some degree,0.710790585
100k-149k,0.131005651,High school or some degree,0.694529664
100k-149k,0.138484868,High school or some degree,0.671712071
100k-149k,0.13384703,High school or some degree,0.626854228
100k-149k,0.188481938,High school or some degree,0.604702015
100k-149k,0.154203488,High school or some degree,0.638646908
100k-149k,0.15176148,High school or some degree,0.593266715
100k-149k,0.185799924,High school or some degree,0.575882696
100k-149k,0.198350664,High school or some degree,0.607149435
100k-149k,0.206865828,High school or some degree,0.600061418
100k-149k,0.183126484,High school or some degree,0.633074184
100k-149k,0.183547175,High school or some degree,0.487223822
100k-149k,0.144996779,High school or some degree,0.68407174
100k-149k,0.166619641,High school or some degree,0.61556489
100k-149k,0.143278008,High school or some degree,0.590616301
100k-149k,0.195155549,High school or some degree,0.528601426
100k-149k,0.155180404,High school or some degree,0.596100649
100k-149k,0.088057041,High school or some degree,0.594277592
100k-149k,0.148267823,High school or some degree,0.615279499
100k-149k,0.16830712,High school or some degree,0.659841425
100k-149k,0.18593447,High school or some degree,0.592504666
100k-149k,0.136874148,High school or some degree,0.626828637
100k-149k,0.157092578,High school or some degree,0.549825898
100k-149k,0.163219896,High school or some degree,0.611340097
100k-149k,0.147475857,High school or some degree,0.556949979
100k-149k,0.155304849,High school or some degree,0.671193753
100k-149k,0.162586426,High school or some degree,0.515456412
100k-149k,0.160811087,High school or some degree,0.645299787
100k-149k,0.167174932,High school or some degree,0.551175376
100k-149k,0.185804411,High school or some degree,0.585205568
100k-149k,0.109692433,High school or some degree,0.586650197
100k-149k,0.173037329,High school or some degree,0.634541076
100k-149k,0.160121611,High school or some degree,0.417126007
100k-149k,0.140969076,High school or some degree,0.63978977
100k-149k,0.169922045,High school or some degree,0.56103628
100k-149k,0.158041727,High school or some degree,0.574866469
100k-149k,0.168473878,High school or some degree,0.625904033
100k-149k,0.195204442,High school or some degree,0.556928246
100k-149k,0.125996485,High school or some degree,0.631418513
100k-149k,0.144475818,High school or some degree,0.587314726
100k-149k,0.197474769,High school or some degree,0.472240556
100k-149k,0.197076931,High school or some degree,0.573209709
100k-149k,0.144807669,High school or some degree,0.518100703
100k-149k,0.152087906,High school or some degree,0.678085008
100k-149k,0.194276564,High school or some degree,0.539360769
100k-149k,0.164283003,High school or some degree,0.558120206
100k-149k,0.149547425,High school or some degree,0.621221506
100k-149k,0.161426023,High school or some degree,0.54549376
100k-149k,0.066453528,High school or some degree,0.550001211
100k-149k,0.131072611,High school or some degree,0.670315887
100k-149k,0.146662753,High school or some degree,0.592280864
100k-149k,0.11474698,High school or some degree,0.575169183
100k-149k,0.18692853,High school or some degree,0.593983552
100k-149k,0.148923092,High school or some degree,0.630594874
100k-149k,0.175869259,High school or some degree,0.558430526
100k-149k,0.115951955,High school or some degree,0.650775547
100k-149k,0.163268444,High school or some degree,0.627591603
100k-149k,0.180517507,High school or some degree,0.560624433
100k-149k,0.181663647,High school or some degree,0.465029907
100k-149k,0.15365572,High school or some degree,0.643735087
100k-149k,0.20050851,High school or some degree,0.448166089
100k-149k,0.135034493,High school or some degree,0.588161895
100k-149k,0.141841674,High school or some degree,0.655283785
100k-149k,0.185034018,High school or some degree,0.542569533
100k-149k,0.21854635,High school or some degree,0.472503994
100k-149k,0.176604875,High school or some degree,0.601526412
100k-149k,0.207002996,High school or some degree,0.467623234
100k-149k,0.17938161,High school or some degree,0.595065996
100k-149k,0.125289563,High school or some degree,0.662098096
100k-149k,0.13045887,High school or some degree,0.689695936
100k-149k,0.156286128,High school or some degree,0.68057476
100k-149k,0.189037534,High school or some degree,0.505621605
100k-149k,0.13666089,High school or some degree,0.645406849
100k-149k,0.163080886,High school or some degree,0.617423754
100k-149k,0.174488344,High school or some degree,0.361633762
100k-149k,0.155156526,High school or some degree,0.518072056
100k-149k,0.130051649,High school or some degree,0.673885621
100k-149k,0.175889438,High school or some degree,0.548335085
100k-149k,0.118264059,High school or some degree,0.520491803
100k-149k,0.136115468,High school or some degree,0.641974753
100k-149k,0.143632813,High school or some degree,0.649233192
100k-149k,0.211965233,High school or some degree,0.493286915
100k-149k,0.178532542,High school or some degree,0.646809199
100k-149k,0.141554502,High school or some degree,0.677746626
100k-149k,0.196627962,High school or some degree,0.654459936
100k-149k,0.165884079,High school or some degree,0.696717776
100k-149k,0.154582722,High school or some degree,0.47000686
100k-149k,0.148910421,High school or some degree,0.579597142
100k-149k,0.182296327,High school or some degree,0.573003428
100k-149k,0.191949519,High school or some degree,0.611731603
100k-149k,0.171698527,High school or some degree,0.447358724
100k-149k,0.182034529,High school or some degree,0.418004149
100k-149k,0.15450609,High school or some degree,0.638210174
100k-149k,0.134516442,High school or some degree,0.505463111
100k-149k,0.138680772,High school or some degree,0.459283551
100k-149k,0.120476701,High school or some degree,0.586637204
100k-149k,0.189891139,High school or some degree,0.568882979
100k-149k,0.153009314,High school or some degree,0.569738663
100k-149k,0.168018868,High school or some degree,0.266693491
100k-149k,0.16531728,High school or some degree,0.639648581
100k-149k,0.152924767,High school or some degree,0.418865878
100k-149k,0.193126368,High school or some degree,0.406572676
100k-149k,0.203459161,High school or some degree,0.582754514
100k-149k,0.173150267,High school or some degree,0.684062201
100k-149k,0.200247241,High school or some degree,0.640926591
100k-149k,0.119593524,High school or some degree,0.684388265
100k-149k,0.114594168,High school or some degree,0.707751163
100k-149k,0.169987912,High school or some degree,0.560737092
100k-149k,0.191505312,High school or some degree,0.612972026
100k-149k,0.204575463,High school or some degree,0.492420814
100k-149k,0.155056127,High school or some degree,0.423984258
100k-149k,0.145917513,High school or some degree,0.669923691
100k-149k,0.150661459,High school or some degree,0.562976028
100k-149k,0.166138574,High school or some degree,0.682525036
100k-149k,0.135694261,High school or some degree,0.57000093
100k-149k,0.171541257,High school or some degree,0.6355882
100k-149k,0.151188405,High school or some degree,0.623087061
100k-149k,0.176200369,High school or some degree,0.61404889
100k-149k,0.120836077,High school or some degree,0.683068236
100k-149k,0.180383549,High school or some degree,0.472901998
100k-149k,0.212343158,High school or some degree,0.556988849
100k-149k,0.149839549,High school or some degree,0.638777455
100k-149k,0.178311588,High school or some degree,0.505492771
100k-149k,0.169021125,High school or some degree,0.676200347
100k-149k,0.133391472,High school or some degree,0.680285434
100k-149k,0.173489191,High school or some degree,0.472403427
100k-149k,0.181235158,High school or some degree,0.573228982
100k-149k,0.198970785,High school or some degree,0.697078367
100k-149k,0.198601727,High school or some degree,0.488542748
100k-149k,0.158704629,High school or some degree,0.691138677
100k-149k,0.160616429,High school or some degree,0.660154913
100k-149k,0.143315332,High school or some degree,0.65943951
100k-149k,0.196510305,High school or some degree,0.493907191
100k-149k,0.147943381,High school or some degree,0.585631194
100k-149k,0.145384302,High school or some degree,0.671586555
100k-149k,0.147029187,High school or some degree,0.680145618
100k-149k,0.222624897,High school or some degree,0.599801218
100k-149k,0.155865608,High school or some degree,0.628878157
100k-149k,0.162335543,High school or some degree,0.600185754
100k-149k,0.116473775,High school or some degree,0.6080159
100k-149k,0.193429305,High school or some degree,0.506390478
100k-149k,0.210252786,High school or some degree,0.623448571
100k-149k,0.156670861,High school or some degree,0.524974105
100k-149k,0.163458615,High school or some degree,0.520899607
100k-149k,0.166741904,High school or some degree,0.565116692
100k-149k,0.200038248,High school or some degree,0.511357098
100k-149k,0.187674584,High school or some degree,0.55724978
100k-149k,0.191885429,High school or some degree,0.446870517
100k-149k,0.197027804,High school or some degree,0.598817727
100k-149k,0.190394534,High school or some degree,0.456855407
100k-149k,0.161064164,High school or some degree,0.556255565
100k-149k,0.213608573,High school or some degree,0.556632346
100k-149k,0.169282911,High school or some degree,0.631198451
100k-149k,0.183856423,High school or some degree,0.594505316
100k-149k,0.178397292,High school or some degree,0.555463448
100k-149k,0.1697143,High school or some degree,0.554083654
100k-149k,0.143373112,High school or some degree,0.401074271
100k-149k,0.16657283,High school or some degree,0.154743467
100k-149k,0.165214415,High school or some degree,0.528977142
100k-149k,0.100217459,High school or some degree,0.684551274
100k-149k,0.120523086,High school or some degree,0.661229573
100k-149k,0.178368445,High school or some degree,0.369842623
100k-149k,0.23746012,High school or some degree,0.583938374
100k-149k,0.150960946,High school or some degree,0.694750232
100k-149k,0.17188283,High school or some degree,0.464702854
100k-149k,0.132710489,High school or some degree,0.590851627
100k-149k,0.134198111,High school or some degree,0.616768204
100k-149k,0.191499204,High school or some degree,0.425583508
100k-149k,0.186251219,High school or some degree,0.556800397
100k-149k,0.161779039,High school or some degree,0.696752431
100k-149k,0.150308847,High school or some degree,0.597819814
100k-149k,0.18028724,High school or some degree,0.584249836
100k-149k,0.170710599,High school or some degree,0.53323324
100k-149k,0.157134071,High school or some degree,0.626410011
100k-149k,0.176919029,High school or some degree,0.524759805
100k-149k,0.166021292,High school or some degree,0.648527081
100k-149k,0.155101832,High school or some degree,0.595108856
100k-149k,0.155248984,High school or some degree,0.6608886
100k-149k,0.213467335,High school or some degree,0.511826916
100k-149k,0.180398691,High school or some degree,0.435497647
100k-149k,0.21523042,High school or some degree,0.469516282
100k-149k,0.186892981,High school or some degree,0.63767145
100k-149k,0.158156377,High school or some degree,0.581118205
100k-149k,0.144939334,High school or some degree,0.602761653
100k-149k,0.172194465,High school or some degree,0.629661704
100k-149k,0.199728726,High school or some degree,0.497414998
100k-149k,0.13678922,High school or some degree,0.678681946
100k-149k,0.201851236,High school or some degree,0.452259205
100k-149k,0.176817806,High school or some degree,0.586242866
100k-149k,0.160751641,High school or some degree,0.634667462
100k-149k,0.156584805,High school or some degree,0.579290208
100k-149k,0.190191189,High school or some degree,0.600674675
100k-149k,0.179504511,High school or some degree,0.45445185
100k-149k,0.192780789,High school or some degree,0.534920173
100k-149k,0.183126546,High school or some degree,0.507340857
100k-149k,0.218674119,High school or some degree,0.634788611
100k-149k,0.162420811,High school or some degree,0.666011164
100k-149k,0.141865412,High school or some degree,0.608689755
100k-149k,0.189530756,High school or some degree,0.517451363
100k-149k,0.156339745,High school or some degree,0.508875892
100k-149k,0.129062905,High school or some degree,0.724794829
100k-149k,0.192629931,High school or some degree,0.564875748
100k-149k,0.184942214,High school or some degree,0.468633824
100k-149k,0.130475268,High school or some degree,0.618687505
100k-149k,0.139192669,High school or some degree,0.654339866
100k-149k,0.170564786,High school or some degree,0.674565324
100k-149k,0.158601582,High school or some degree,0.65034976
100k-149k,0.180718455,High school or some degree,0.637806371
100k-149k,0.182747339,High school or some degree,0.656688455
100k-149k,0.118057817,High school or some degree,0.692832799
100k-149k,0.138461538,High school or some degree,0.644609037
100k-149k,0.179922191,High school or some degree,0.559619317
100k-149k,0.195087341,High school or some degree,0.520803525
100k-149k,0.172456605,High school or some degree,0.56830149
100k-149k,0.186269693,High school or some degree,0.483875233
100k-149k,0.149224114,High school or some degree,0.411623102
100k-149k,0.100481171,High school or some degree,0.554628285
100k-149k,0.154516332,High school or some degree,0.422376035
100k-149k,0.138226014,High school or some degree,0.592133905
100k-149k,0.167510144,High school or some degree,0.611761115
100k-149k,0.17002842,High school or some degree,0.700068213
100k-149k,0.121619895,High school or some degree,0.660418467
100k-149k,0.133951846,High school or some degree,0.64768158
100k-149k,0.190964922,High school or some degree,0.43116081
100k-149k,0.158891298,High school or some degree,0.458650332
100k-149k,0.200882792,High school or some degree,0.532413111
100k-149k,0.17571555,High school or some degree,0.62517355
100k-149k,0.11976353,High school or some degree,0.677624948
100k-149k,0.153789568,High school or some degree,0.59762769
100k-149k,0.164931778,High school or some degree,0.402459506
100k-149k,0.213049991,High school or some degree,0.560418572
100k-149k,0.181922091,High school or some degree,0.341739519
100k-149k,0.15827212,High school or some degree,0.687905375
100k-149k,0.181600044,High school or some degree,0.612662275
100k-149k,0.189588128,High school or some degree,0.55082269
100k-149k,0.213889875,High school or some degree,0.588743527
100k-149k,0.154306026,High school or some degree,0.619078895
100k-149k,0.131537077,High school or some degree,0.674045785
100k-149k,0.202716256,High school or some degree,0.488815948
100k-149k,0.1432937,High school or some degree,0.686504889
100k-149k,0.182626539,High school or some degree,0.440333504
100k-149k,0.178634758,High school or some degree,0.329870467
100k-149k,0.132433421,High school or some degree,0.691999068
100k-149k,0.181844078,High school or some degree,0.678922734
100k-149k,0.135684721,High school or some degree,0.692891162
100k-149k,0.16160835,High school or some degree,0.615155758
100k-149k,0.14348734,High school or some degree,0.465638033
100k-149k,0.144681036,High school or some degree,0.539319515
100k-149k,0.179639133,High school or some degree,0.688242033
100k-149k,0.152643577,High school or some degree,0.666507242
100k-149k,0.113473901,High school or some degree,0.710389813
100k-149k,0.202380834,High school or some degree,0.582734667
100k-149k,0.188549029,High school or some degree,0.298057788
100k-149k,0.186863852,High school or some degree,0.480749079
100k-149k,0.175774708,High school or some degree,0.662195273
100k-149k,0.16157317,High school or some degree,0.658584093
100k-149k,0.187018724,High school or some degree,0.643949799
100k-149k,0.15614149,High school or some degree,0.625833801
100k-149k,0.150726656,High school or some degree,0.615219565
100k-149k,0.154828219,High school or some degree,0.382740071
100k-149k,0.157129732,High school or some degree,0.663433886
100k-149k,0.183793547,High school or some degree,0.565684455
100k-149k,0.189024006,High school or some degree,0.642244948
100k-149k,0.146393045,High school or some degree,0.555707354
100k-149k,0.169391536,High school or some degree,0.555786108
100k-149k,0.160818273,High school or some degree,0.552684801
100k-149k,0.145933537,High school or some degree,0.671741732
100k-149k,0.158813407,High school or some degree,0.678291102
100k-149k,0.132782369,High school or some degree,0.593207042
100k-149k,0.139599322,High school or some degree,0.518986573
100k-149k,0.124817587,High school or some degree,0.67811318
100k-149k,0.192168875,High school or some degree,0.491440131
150k or more,0.203864753,High school or some degree,0.662989253
150k or more,0.312849883,High school or some degree,0.349956731
150k or more,0.170390061,High school or some degree,0.596614678
150k or more,0.139053366,High school or some degree,0.643298436
150k or more,0.021042957,High school or some degree,0.592748916
150k or more,0.109296051,High school or some degree,0.63427197
150k or more,0.143554249,High school or some degree,0.571150127
150k or more,0.131529411,High school or some degree,0.671342717
150k or more,0.105318734,High school or some degree,0.64656425
150k or more,0.066391748,High school or some degree,0.706983649
150k or more,0.231281568,High school or some degree,0.493733808
150k or more,0.126190901,High school or some degree,0.670071162
150k or more,0.230822973,High school or some degree,0.394743089
150k or more,0.193995331,High school or some degree,0.557863227
150k or more,0.126438431,High school or some degree,0.640136224
150k or more,0.110356407,High school or some degree,0.646672824
150k or more,0.25529822,High school or some degree,0.597925401
150k or more,0.124448769,High school or some degree,0.64001994
150k or more,0.121417317,High school or some degree,0.642658349
150k or more,0.271808968,High school or some degree,0.503405521
150k or more,0.120364365,High school or some degree,0.67098666
150k or more,0.08833053,High school or some degree,0.651097385
150k or more,0.068872889,High school or some degree,0.716953921
150k or more,0.148128197,High school or some degree,0.605130514
150k or more,0.157945431,High school or some degree,0.614761184
150k or more,0.201205108,High school or some degree,0.620732158
150k or more,0.163792061,High school or some degree,0.568763354
150k or more,0.07766783,High school or some degree,0.687621729
150k or more,0.136814107,High school or some degree,0.641502262
150k or more,0.088729017,High school or some degree,0.595262795
150k or more,0.090707246,High school or some degree,0.659857392
150k or more,0.121240893,High school or some degree,0.609572894
150k or more,0.062984286,High school or some degree,0.690661892
150k or more,0.127561842,High school or some degree,0.586537266
150k or more,0.221617042,High school or some degree,0.575144147
150k or more,0.212136382,High school or some degree,0.584468066
150k or more,0.105466188,High school or some degree,0.599907651
150k or more,0.084506794,High school or some degree,0.633594307
150k or more,0.364085115,High school or some degree,0.512406358
150k or more,0.184378519,High school or some degree,0.537757463
150k or more,0.139867892,High school or some degree,0.578500677
150k or more,0.227009423,High school or some degree,0.477869921
150k or more,0.287176487,High school or some degree,0.511753194
150k or more,0.192034293,High school or some degree,0.529044701
150k or more,0.202222015,High school or some degree,0.552669548
150k or more,0.075116306,High school or some degree,0.681911739
150k or more,0.103676371,High school or some degree,0.668475214
150k or more,0.14244292,High school or some degree,0.658056908
150k or more,0.196300475,High school or some degree,0.533077144
150k or more,0.309402028,High school or some degree,0.526786054
150k or more,0.134540109,High school or some degree,0.634662654
150k or more,0.06804416,High school or some degree,0.688326497
150k or more,0.411615907,High school or some degree,0.436086233
150k or more,0.130065266,High school or some degree,0.584499991
150k or more,0.113393917,High school or some degree,0.636179394
150k or more,0.32263876,High school or some degree,0.439061451
150k or more,0.11759056,High school or some degree,0.644060151
150k or more,0.102323928,High school or some degree,0.65900651
150k or more,0.175144777,High school or some degree,0.556983184
150k or more,0.316383412,High school or some degree,0.319546347
150k or more,0.106527068,High school or some degree,0.653244099
150k or more,0.143230333,High school or some degree,0.619273335
150k or more,0.197448375,High school or some degree,0.560956737
150k or more,0.461280739,High school or some degree,0.392968656
150k or more,0.180901469,High school or some degree,0.691416665
150k or more,0.431469998,High school or some degree,0.303262314
150k or more,0.135898056,High school or some degree,0.619142532
150k or more,0.299620733,High school or some degree,0.475769915
150k or more,0.262817495,High school or some degree,0.519096006
150k or more,0.234626384,High school or some degree,0.44702697
150k or more,0.096016472,High school or some degree,0.610617053
150k or more,0.380342933,High school or some degree,0.42069619
150k or more,0.26397064,High school or some degree,0.532959128
150k or more,0.094463121,High school or some degree,0.604046802
150k or more,0.148251536,High school or some degree,0.60106429
150k or more,0.127115805,High school or some degree,0.667030554
150k or more,0.478537763,High school or some degree,0.288574295
150k or more,0.287122062,High school or some degree,0.408253997
150k or more,0.078258007,High school or some degree,0.701772386
150k or more,0.095619128,High school or some degree,0.668127627
150k or more,0.098856189,High school or some degree,0.691050267
150k or more,0.092627134,High school or some degree,0.643374211
150k or more,0.183080952,High school or some degree,0.515255271
150k or more,0.317169631,High school or some degree,0.447089043
150k or more,0.398482048,High school or some degree,0.233551175
150k or more,0.131343527,High school or some degree,0.650795601
150k or more,0.12481466,High school or some degree,0.545544467
150k or more,0.169849611,High school or some degree,0.573525976
150k or more,0.108401104,High school or some degree,0.612494641
150k or more,0.135642994,High school or some degree,0.597098662
150k or more,0.123297308,High school or some degree,0.593953087
150k or more,0.126868837,High school or some degree,0.631116468
150k or more,0.079298956,High school or some degree,0.647119997
150k or more,0.146360739,High school or some degree,0.548761374
150k or more,0.137577233,High school or some degree,0.440911656
150k or more,0.12644987,High school or some degree,0.626884535
150k or more,0.084958446,High school or some degree,0.706705233
150k or more,0.097620448,High school or some degree,0.656940675
150k or more,0.392695534,High school or some degree,0.469262484
150k or more,0.15598995,High school or some degree,0.543916342
150k or more,0.133229904,High school or some degree,0.617242735
150k or more,0.169693085,High school or some degree,0.641304876
150k or more,0.191184502,High school or some degree,0.454526942
150k or more,0.157054268,High school or some degree,0.529855287
150k or more,0.110009481,High school or some degree,0.669608188
150k or more,0.128237611,High school or some degree,0.645053635
150k or more,0.173711544,High school or some degree,0.646213944
150k or more,0.42094982,High school or some degree,0.431526913
150k or more,0.139105481,High school or some degree,0.584993121
150k or more,0.086437694,High school or some degree,0.706187441
150k or more,0.077880141,High school or some degree,0.575913156
150k or more,0.162840244,High school or some degree,0.570863248
150k or more,0.08860005,High school or some degree,0.688334456
150k or more,0.067656961,High school or some degree,0.536700441
150k or more,0.522451217,High school or some degree,0.322280457
150k or more,0.151449651,High school or some degree,0.58263604
150k or more,0.144052782,High school or some degree,0.676045928
150k or more,0.3279176,High school or some degree,0.4264814
150k or more,0.122620555,High school or some degree,0.632484148
150k or more,0.083837322,High school or some degree,0.62876942
150k or more,0.545062062,High school or some degree,0.267643732
150k or more,0.142367584,High school or some degree,0.641853682
150k or more,0.1068277,High school or some degree,0.652497034
150k or more,0.369130206,High school or some degree,0.452975549
150k or more,0.182001845,High school or some degree,0.544492018
150k or more,0.1362267,High school or some degree,0.632477025
150k or more,0.337273118,High school or some degree,0.497911377
150k or more,0.08586429,High school or some degree,0.65954951
150k or more,0.245863048,High school or some degree,0.588399659
150k or more,0.108336128,High school or some degree,0.572282499
150k or more,0.298395229,High school or some degree,0.550450921
150k or more,0.166402821,High school or some degree,0.609999303
150k or more,0.136326777,High school or some degree,0.631585429
150k or more,0.102537483,High school or some degree,0.642101669
150k or more,0.084806055,High school or some degree,0.658788734
150k or more,0.126766956,High school or some degree,0.60188532
150k or more,0.096400201,High school or some degree,0.681483457
150k or more,0.273396474,High school or some degree,0.528737996
150k or more,0.240879068,High school or some degree,0.4865177
150k or more,0.233361549,High school or some degree,0.590973327
150k or more,0.102198566,High school or some degree,0.625380257
150k or more,0.077958868,High school or some degree,0.664385414
150k or more,0.220355605,High school or some degree,0.667019856
150k or more,0.113213321,High school or some degree,0.667268094
150k or more,0.105873457,High school or some degree,0.647533501
150k or more,0.098797519,High school or some degree,0.655798875
150k or more,0.097657137,High school or some degree,0.645374363
150k or more,0.093390598,High school or some degree,0.650581798
150k or more,0.090777187,High school or some degree,0.687517284
150k or more,0.120541732,High school or some degree,0.59377188
150k or more,0.248458848,High school or some degree,0.521756939
150k or more,0.266516589,High school or some degree,0.501927072
150k or more,0.086096778,High school or some degree,0.687318933
150k or more,0.072809219,High school or some degree,0.731399502
150k or more,0.278986776,High school or some degree,0.512306539
150k or more,0.250494896,High school or some degree,0.433748907
150k or more,0.076601,High school or some degree,0.642773551
150k or more,0.111269187,High school or some degree,0.649808047
150k or more,0.267516024,High school or some degree,0.387466687
150k or more,0.170151585,High school or some degree,0.538041631
150k or more,0.213158744,High school or some degree,0.588930769
150k or more,0.175975075,High school or some degree,0.622622232
150k or more,0.066002752,High school or some degree,0.638498495
150k or more,0.153956207,High school or some degree,0.634177345
150k or more,0.33070976,High school or some degree,0.56795444
150k or more,0.077698703,High school or some degree,0.710790585
150k or more,0.077775747,High school or some degree,0.694529664
